participant_id,trial_index,stimulus_file,depth_grid_json,depth_grid_row_index,depth_grid_probe_y_fraction,probe_y_px,x_left_px,x_right_px,x_left_norm,x_right_norm,task_x_left_norm,task_x_right_norm,anchor_left_depth_near,anchor_right_depth_near,anchor_left_depth_near_texture,anchor_right_depth_near_texture,anchor_left_gap,anchor_right_gap,cue_probe_v,cue_probe_y_frac,x1_norm,x2_norm,x3_norm,x4_norm,x5_norm,response1_ui,response2_ui,response3_ui,response4_ui,response5_ui,response1_depth_near,response2_depth_near,response3_depth_near,response4_depth_near,response5_depth_near,shading_depth1_near,shading_depth2_near,shading_depth3_near,shading_depth4_near,shading_depth5_near,texture_depth1_near,texture_depth2_near,texture_depth3_near,texture_depth4_near,texture_depth5_near,trial_view_seconds,shape_label,shape_index,shape_dir,combo_code,shading_level_code,shading_level_name,shading_level_value,texture_level_code,texture_level_name,texture_level_value,repeat_index,experiment_trial_index
p001,1,BB.png,/Users/kelvin/Desktop/school/s8/cpsy 1591/cpsy1591-project-kelvin-kenneth/stimuli_grid9/shape_sd-1.35_20260407_132827/depth_grid.json,28,0.6683354192740926,534,91,707,0.11389236545682102,0.8848560700876095,0.11389236545682102,0.8848560700876095,-0.2338101714849472,-0.16984881460666656,-0.2255118489265442,-0.19204171001911163,0.008298322558403015,-0.02219289541244507,-0.2717757762149815,0.6683354192740926,0.24238631129264832,0.37088027596473694,0.4993742108345032,0.6278681755065918,0.7563621401786804,-0.22314994037151337,-0.21248972415924072,-0.20182949304580688,-0.19116926193237305,-0.1805090457201004,-0.22314994037151337,-0.21248972415924072,-0.20182949304580688,-0.19116926193237305,-0.1805090457201004,0.10865404456853867,-0.09539753943681717,0.01599067822098732,0.15542420744895935,0.18086253106594086,0.20329752564430237,0.07296861708164215,0.0636340007185936,0.20351897180080414,0.34123262763023376,1.8347630500793457,shape1,1,/Users/kelvin/Desktop/school/s8/cpsy 1591/cpsy1591-project-kelvin-kenneth/stimuli_grid9/shape_sd-1.35_20260407_132827,BB,B,Med,0.35,B,Med,150.0,4,1
p001,2,BC.png,/Users/kelvin/Desktop/school/s8/cpsy 1591/cpsy1591-project-kelvin-kenneth/stimuli_grid9/shape_sd-1.35_20260407_132915/depth_grid.json,28,0.6827371695178849,534,92,635,0.11514392991239049,0.7947434292866082,0.11514392991239049,0.7947434292866082,0.13241839408874512,0.0850951224565506,0.09687454253435135,0.09121546894311905,-0.03554385155439377,0.006120346486568451,-0.24614548655357182,0.6827371695178849,0.2284105122089386,0.34167709946632385,0.4549436867237091,0.568210244178772,0.6814768314361572,0.12453117966651917,0.11664397269487381,0.10875675827264786,0.1008695438504219,0.09298233687877655,0.12453117966651917,0.11664397269487381,0.10875675827264786,0.1008695438504219,0.09298233687877655,0.10480384528636932,0.20295420289039612,-0.06581888347864151,-0.3151310980319977,-0.19617441296577454,-0.03239407762885094,0.07998643815517426,0.008272171020507812,0.17514967918395996,-0.022267621010541916,0.9211959838867188,shape2,2,/Users/kelvin/Desktop/school/s8/cpsy 1591/cpsy1591-project-kelvin-kenneth/stimuli_grid9/shape_sd-1.35_20260407_132915,BC,B,Med,0.35,C,High,250.0,2,2
p001,3,BB.png,/Users/kelvin/Desktop/school/s8/cpsy 1591/cpsy1591-project-kelvin-kenneth/stimuli_grid9/shape_sd-1.35_20260407_132915/depth_grid.json,28,0.6827371695178849,534,92,635,0.11514392991239049,0.7947434292866082,0.11514392991239049,0.7947434292866082,0.13241839408874512,0.0850951224565506,0.09687454253435135,0.09121546894311905,-0.03554385155439377,0.006120346486568451,-0.24614548655357182,0.6827371695178849,0.2284105122089386,0.34167709946632385,0.4549436867237091,0.568210244178772,0.6814768314361572,0.12453117966651917,0.11664397269487381,0.10875675827264786,0.1008695438504219,0.09298233687877655,0.12453117966651917,0.11664397269487381,0.10875675827264786,0.1008695438504219,0.09298233687877655,0.10480384528636932,0.20295420289039612,-0.06581888347864151,-0.3151310980319977,-0.19617441296577454,-0.03239407762885094,0.07998643815517426,0.008272171020507812,0.17514967918395996,-0.022267621010541916,0.5375590324401855,shape2,2,/Users/kelvin/Desktop/school/s8/cpsy 1591/cpsy1591-project-kelvin-kenneth/stimuli_grid9/shape_sd-1.35_20260407_132915,BB,B,Med,0.35,B,Med,150.0,3,3
p001,4,BC.png,/Users/kelvin/Desktop/school/s8/cpsy 1591/cpsy1591-project-kelvin-kenneth/stimuli_grid9/shape_sd-1.35_20260407_132915/depth_grid.json,28,0.6827371695178849,534,92,635,0.11514392991239049,0.7947434292866082,0.11514392991239049,0.7947434292866082,0.13241839408874512,0.0850951224565506,0.09687454253435135,0.09121546894311905,-0.03554385155439377,0.006120346486568451,-0.24614548655357182,0.6827371695178849,0.2284105122089386,0.34167709946632385,0.4549436867237091,0.568210244178772,0.6814768314361572,0.12453117966651917,0.11664397269487381,0.10875675827264786,0.1008695438504219,0.09298233687877655,0.12453117966651917,0.11664397269487381,0.10875675827264786,0.1008695438504219,0.09298233687877655,0.10480384528636932,0.20295420289039612,-0.06581888347864151,-0.3151310980319977,-0.19617441296577454,-0.03239407762885094,0.07998643815517426,0.008272171020507812,0.17514967918395996,-0.022267621010541916,0.5701391696929932,shape2,2,/Users/kelvin/Desktop/school/s8/cpsy 1591/cpsy1591-project-kelvin-kenneth/stimuli_grid9/shape_sd-1.35_20260407_132915,BC,B,Med,0.35,C,High,250.0,3,4
p001,5,CA.png,/Users/kelvin/Desktop/school/s8/cpsy 1591/cpsy1591-project-kelvin-kenneth/stimuli_grid9/shape_sd-1.35_20260407_132915/depth_grid.json,28,0.6827371695178849,534,92,635,0.11514392991239049,0.7947434292866082,0.11514392991239049,0.7947434292866082,0.13241839408874512,0.0850951224565506,0.09687454253435135,0.09121546894311905,-0.03554385155439377,0.006120346486568451,-0.24614548655357182,0.6827371695178849,0.2284105122089386,0.34167709946632385,0.4549436867237091,0.568210244178772,0.6814768314361572,0.12453117966651917,0.11664397269487381,0.10875675827264786,0.1008695438504219,0.09298233687877655,0.12453117966651917,0.11664397269487381,0.10875675827264786,0.1008695438504219,0.09298233687877655,0.10480384528636932,0.20295420289039612,-0.06581888347864151,-0.3151310980319977,-0.19617441296577454,-0.03239407762885094,0.07998643815517426,0.008272171020507812,0.17514967918395996,-0.022267621010541916,0.6446490287780762,shape2,2,/Users/kelvin/Desktop/school/s8/cpsy 1591/cpsy1591-project-kelvin-kenneth/stimuli_grid9/shape_sd-1.35_20260407_132915,CA,C,High,0.7,A,Low,0.0,3,5
p001,6,CC.png,/Users/kelvin/Desktop/school/s8/cpsy 1591/cpsy1591-project-kelvin-kenneth/stimuli_grid9/shape_sd-1.35_20260407_132915/depth_grid.json,28,0.6827371695178849,534,92,635,0.11514392991239049,0.7947434292866082,0.11514392991239049,0.7947434292866082,0.13241839408874512,0.0850951224565506,0.09687454253435135,0.09121546894311905,-0.03554385155439377,0.006120346486568451,-0.24614548655357182,0.6827371695178849,0.2284105122089386,0.34167709946632385,0.4549436867237091,0.568210244178772,0.6814768314361572,0.12453117966651917,0.11664397269487381,0.10875675827264786,0.1008695438504219,0.09298233687877655,0.12453117966651917,0.11664397269487381,0.10875675827264786,0.1008695438504219,0.09298233687877655,0.10480384528636932,0.20295420289039612,-0.06581888347864151,-0.3151310980319977,-0.19617441296577454,-0.03239407762885094,0.07998643815517426,0.008272171020507812,0.17514967918395996,-0.022267621010541916,0.5683090686798096,shape2,2,/Users/kelvin/Desktop/school/s8/cpsy 1591/cpsy1591-project-kelvin-kenneth/stimuli_grid9/shape_sd-1.35_20260407_132915,CC,C,High,0.7,C,High,250.0,3,6
p001,7,BA.png,/Users/kelvin/Desktop/school/s8/cpsy 1591/cpsy1591-project-kelvin-kenneth/stimuli_grid9/shape_sd-1.35_20260407_132827/depth_grid.json,28,0.6683354192740926,534,91,707,0.11389236545682102,0.8848560700876095,0.11389236545682102,0.8848560700876095,-0.2338101714849472,-0.16984881460666656,-0.2255118489265442,-0.19204171001911163,0.008298322558403015,-0.02219289541244507,-0.2717757762149815,0.6683354192740926,0.24238631129264832,0.37088027596473694,0.4993742108345032,0.6278681755065918,0.7563621401786804,-0.22314994037151337,-0.21248972415924072,-0.20182949304580688,-0.19116926193237305,-0.1805090457201004,-0.22314994037151337,-0.21248972415924072,-0.20182949304580688,-0.19116926193237305,-0.1805090457201004,0.10865404456853867,-0.09539753943681717,0.01599067822098732,0.15542420744895935,0.18086253106594086,0.20329752564430237,0.07296861708164215,0.0636340007185936,0.20351897180080414,0.34123262763023376,0.4516937732696533,shape1,1,/Users/kelvin/Desktop/school/s8/cpsy 1591/cpsy1591-project-kelvin-kenneth/stimuli_grid9/shape_sd-1.35_20260407_132827,BA,B,Med,0.35,A,Low,0.0,3,7
p001,8,CB.png,/Users/kelvin/Desktop/school/s8/cpsy 1591/cpsy1591-project-kelvin-kenneth/stimuli_grid9/shape_sd-1.35_20260407_132827/depth_grid.json,28,0.6683354192740926,534,91,707,0.11389236545682102,0.8848560700876095,0.11389236545682102,0.8848560700876095,-0.2338101714849472,-0.16984881460666656,-0.2255118489265442,-0.19204171001911163,0.008298322558403015,-0.02219289541244507,-0.2717757762149815,0.6683354192740926,0.24238631129264832,0.37088027596473694,0.4993742108345032,0.6278681755065918,0.7563621401786804,-0.22314994037151337,-0.21248972415924072,-0.20182949304580688,-0.19116926193237305,-0.1805090457201004,-0.22314994037151337,-0.21248972415924072,-0.20182949304580688,-0.19116926193237305,-0.1805090457201004,0.10865404456853867,-0.09539753943681717,0.01599067822098732,0.15542420744895935,0.18086253106594086,0.20329752564430237,0.07296861708164215,0.0636340007185936,0.20351897180080414,0.34123262763023376,0.44374513626098633,shape1,1,/Users/kelvin/Desktop/school/s8/cpsy 1591/cpsy1591-project-kelvin-kenneth/stimuli_grid9/shape_sd-1.35_20260407_132827,CB,C,High,0.7,B,Med,150.0,2,8
p001,9,CB.png,/Users/kelvin/Desktop/school/s8/cpsy 1591/cpsy1591-project-kelvin-kenneth/stimuli_grid9/shape_sd-1.35_20260407_132827/depth_grid.json,28,0.6683354192740926,534,91,707,0.11389236545682102,0.8848560700876095,0.11389236545682102,0.8848560700876095,-0.2338101714849472,-0.16984881460666656,-0.2255118489265442,-0.19204171001911163,0.008298322558403015,-0.02219289541244507,-0.2717757762149815,0.6683354192740926,0.24238631129264832,0.37088027596473694,0.4993742108345032,0.6278681755065918,0.7563621401786804,-0.22314994037151337,-0.21248972415924072,-0.20182949304580688,-0.19116926193237305,-0.1805090457201004,-0.22314994037151337,-0.21248972415924072,-0.20182949304580688,-0.19116926193237305,-0.1805090457201004,0.10865404456853867,-0.09539753943681717,0.01599067822098732,0.15542420744895935,0.18086253106594086,0.20329752564430237,0.07296861708164215,0.0636340007185936,0.20351897180080414,0.34123262763023376,0.410693883895874,shape1,1,/Users/kelvin/Desktop/school/s8/cpsy 1591/cpsy1591-project-kelvin-kenneth/stimuli_grid9/shape_sd-1.35_20260407_132827,CB,C,High,0.7,B,Med,150.0,1,9
p001,10,CA.png,/Users/kelvin/Desktop/school/s8/cpsy 1591/cpsy1591-project-kelvin-kenneth/stimuli_grid9/shape_sd-1.35_20260407_132915/depth_grid.json,28,0.6827371695178849,534,92,635,0.11514392991239049,0.7947434292866082,0.11514392991239049,0.7947434292866082,0.13241839408874512,0.0850951224565506,0.09687454253435135,0.09121546894311905,-0.03554385155439377,0.006120346486568451,-0.24614548655357182,0.6827371695178849,0.2284105122089386,0.34167709946632385,0.4549436867237091,0.568210244178772,0.6814768314361572,0.12453117966651917,0.11664397269487381,0.10875675827264786,0.1008695438504219,0.09298233687877655,0.12453117966651917,0.11664397269487381,0.10875675827264786,0.1008695438504219,0.09298233687877655,0.10480384528636932,0.20295420289039612,-0.06581888347864151,-0.3151310980319977,-0.19617441296577454,-0.03239407762885094,0.07998643815517426,0.008272171020507812,0.17514967918395996,-0.022267621010541916,0.4750049114227295,shape2,2,/Users/kelvin/Desktop/school/s8/cpsy 1591/cpsy1591-project-kelvin-kenneth/stimuli_grid9/shape_sd-1.35_20260407_132915,CA,C,High,0.7,A,Low,0.0,2,10
